full_path,domain,label_prod_code,splimprint,is_front,reader,pred_raw,exact,side_match,token_recall,token_set,cer,contains,pred_norm,gt_norm
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00074-5182-19_PART_1_OF_1_CHAL10_SF_AF1D57AA.jpg,reference,74-5182,SYNTHROID;75,True,qwen,SYNTHROID,0,1,0.5,0,0.18181818181818182,0,SYNTHROID,SYNTHROID 75
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00074-6594-90_PART_1_OF_1_CHAL10_SB_AB1D55FA.jpg,reference,74-6594,SYNTHROID;88,False,qwen,I 88,0,0,0.5,0,0.7272727272727273,0,I 88,SYNTHROID 88
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00074-6594-90_PART_1_OF_1_CHAL10_SF_AB1D55FA.jpg,reference,74-6594,SYNTHROID;88,True,qwen,GYNTHROID,0,0,0.0,0,0.2727272727272727,0,GYNTHROID,SYNTHROID 88
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00074-7068-19_PART_1_OF_1_CHAL10_SB_A31D51AA.jpg,reference,74-7068,SYNTHROID;125,False,qwen,1 5,0,0,0.0,0,0.8333333333333334,0,1 5,SYNTHROID 125
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00074-7068-19_PART_1_OF_1_CHAL10_SF_A31D51AA.jpg,reference,74-7068,SYNTHROID;125,True,qwen,SYNTHROID,0,1,0.5,0,0.25,0,SYNTHROID,SYNTHROID 125
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00075-7700-60_PART_1_OF_1_CHAL10_SB_E51C72E3.jpg,reference,75-7700,RPR;202,False,qwen,N,0,0,0.0,0,1.0,0,N,RPR 202
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00075-7700-60_PART_1_OF_1_CHAL10_SF_E51C72E3.jpg,reference,75-7700,RPR;202,True,qwen,RPR 202,1,1,1.0,1,0.0,1,RPR 202,RPR 202
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00078-0358-34_PART_1_OF_1_CHAL10_SB_EA15750B.jpg,reference,78-358,NVR;DV,False,qwen,NVR,0,1,0.5,0,0.4,0,NVR,NVR DV
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00078-0358-34_PART_1_OF_1_CHAL10_SF_EA15750B.jpg,reference,78-358,NVR;DV,True,qwen,DV,0,1,0.5,0,0.6,0,DV,NVR DV
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00078-0359-34_PART_1_OF_1_CHAL10_SB_EC15765B.jpg,reference,78-359,NVR;DX,False,qwen,NVR,0,1,0.5,0,0.4,0,NVR,NVR DX
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00078-0359-34_PART_1_OF_1_CHAL10_SF_EC15765B.jpg,reference,78-359,NVR;DX,True,qwen,DX,0,1,0.5,0,0.6,0,DX,NVR DX
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00078-0486-15_PART_1_OF_1_CHAL10_SB_E61D736B.jpg,reference,78-486,NVR;IU,False,qwen,IU,0,1,0.5,0,0.6,0,IU,NVR IU
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00078-0486-15_PART_1_OF_1_CHAL10_SF_E61D736B.jpg,reference,78-486,NVR;IU,True,qwen,NVR,0,1,0.5,0,0.4,0,NVR,NVR IU
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00078-0521-15_PART_1_OF_1_CHAL10_SB_E51D72AB.jpg,reference,78-521,NVR;LCI,False,qwen,LCI,0,1,0.5,0,0.5,0,LCI,NVR LCI
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00078-0521-15_PART_1_OF_1_CHAL10_SF_E51D72AB.jpg,reference,78-521,NVR;LCI,True,qwen,NYR,0,0,0.0,0,0.6666666666666666,0,NYR,NVR LCI
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0027-01_PART_1_OF_1_CHAL10_SB_1D298EAC.jpg,reference,93-27,93;27,False,qwen,G342,0,0,0.0,0,0.75,0,G342,93 27
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0027-01_PART_1_OF_1_CHAL10_SF_1D298EAC.jpg,reference,93-27,93;27,True,qwen,93 27,1,1,1.0,1,0.0,1,93 27,93 27
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0039-01_PART_1_OF_1_CHAL10_SB_4F29A7CD.jpg,reference,93-39,9;3;39,False,qwen,39,0,1,0.3333333333333333,0,0.5,0,39,9 3 39
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0039-01_PART_1_OF_1_CHAL10_SF_4F29A7CD.jpg,reference,93-39,9;3;39,True,qwen,9 3,0,0,0.6666666666666666,0,0.5,0,9 3,9 3 39
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0051-01_PART_1_OF_1_CHAL10_SB_3E281F50.jpg,reference,93-51,TV;51,False,qwen,51,0,1,0.5,0,0.5,0,51,TV 51
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0051-01_PART_1_OF_1_CHAL10_SB_A022D026.jpg,reference,93-51,TV;51,False,qwen,51,0,1,0.5,0,0.5,0,51,TV 51
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0051-01_PART_1_OF_1_CHAL10_SF_3E281F50.jpg,reference,93-51,TV;51,True,qwen,TV,0,1,0.5,0,0.5,0,TV,TV 51
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0051-01_PART_1_OF_1_CHAL10_SF_A022D026.jpg,reference,93-51,TV;51,True,qwen,93,0,0,0.0,0,1.0,0,93,TV 51
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0083-98_PART_1_OF_1_CHAL10_SB_3B299DDC.jpg,reference,93-83,93;83,False,qwen,83,0,1,0.5,0,0.5,0,83,93 83
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0083-98_PART_1_OF_1_CHAL10_SF_3B299DDC.jpg,reference,93-83,93;83,True,qwen,93,0,1,0.5,0,0.5,0,93,93 83
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0109-01_PART_1_OF_1_CHAL10_SB_40202051.jpg,reference,93-109,109;TEVA,False,qwen,B 1,0,0,0.0,0,1.0,0,B 1,109 TEVA
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0109-01_PART_1_OF_1_CHAL10_SF_40202051.jpg,reference,93-109,109;TEVA,True,qwen,T 109,0,0,0.5,0,0.7142857142857143,0,T 109,109 TEVA
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0174-56_PART_1_OF_1_CHAL10_SB_96294B5A.jpg,reference,93-174,174;93,False,qwen,174,0,1,0.5,0,0.4,0,174,174 93
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0174-56_PART_1_OF_1_CHAL10_SF_96294B5A.jpg,reference,93-174,174;93,True,qwen,93,0,1,0.5,0,0.6,0,93,174 93
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0199-01_PART_1_OF_1_CHAL10_SB_B6295B4A.jpg,reference,93-199,9;3;199,False,qwen,199,0,1,0.3333333333333333,0,0.4,0,199,9 3 199
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0199-01_PART_1_OF_1_CHAL10_SB_CD266683.jpg,reference,93-199,9;3;199,False,qwen,199,0,1,0.3333333333333333,0,0.4,0,199,9 3 199
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0199-01_PART_1_OF_1_CHAL10_SF_B6295B4A.jpg,reference,93-199,9;3;199,True,qwen,9 3,0,0,0.6666666666666666,0,0.6,0,9 3,9 3 199
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0199-01_PART_1_OF_1_CHAL10_SF_CD266683.jpg,reference,93-199,9;3;199,True,qwen,9 3,0,0,0.6666666666666666,0,0.6,0,9 3,9 3 199
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0308-01_PART_1_OF_1_CHAL10_SB_342B1A18.jpg,reference,93-308,93;308,False,qwen,B 1,0,0,0.0,0,1.0,0,B 1,93 308
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0308-01_PART_1_OF_1_CHAL10_SF_342B1A18.jpg,reference,93-308,93;308,True,qwen,93 308,1,1,1.0,1,0.0,1,93 308,93 308
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0463-01_PART_1_OF_1_CHAL10_SB_5429AA3D.jpg,reference,93-463,9;3;463,False,qwen,463,0,1,0.3333333333333333,0,0.4,0,463,9 3 463
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0463-01_PART_1_OF_1_CHAL10_SF_5429AA3D.jpg,reference,93-463,9;3;463,True,qwen,9 3,0,0,0.6666666666666666,0,0.6,0,9 3,9 3 463
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0536-01_PART_1_OF_1_CHAL10_SB_992B4CEA.jpg,reference,93-536,93;536,False,qwen,536,0,1,0.5,0,0.4,0,536,93 536
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0536-01_PART_1_OF_1_CHAL10_SF_992B4CEA.jpg,reference,93-536,93;536,True,qwen,93,0,1,0.5,0,0.6,0,93,93 536
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0657-01_PART_1_OF_1_CHAL10_SB_302B1808.jpg,reference,93-657,93;657,False,qwen,93 657,1,1,1.0,1,0.0,1,93 657,93 657
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0657-01_PART_1_OF_1_CHAL10_SF_302B1808.jpg,reference,93-657,93;657,True,qwen,93 657,1,1,1.0,1,0.0,1,93 657,93 657
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0658-01_PART_1_OF_1_CHAL10_SB_2B2B15C8.jpg,reference,93-658,93;658,False,qwen,N,0,0,0.0,0,1.0,0,N,93 658
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0658-01_PART_1_OF_1_CHAL10_SF_2B2B15C8.jpg,reference,93-658,93;658,True,qwen,93 658,1,1,1.0,1,0.0,1,93 658,93 658
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0733-01_PART_1_OF_1_CHAL10_SB_1E210F08.jpg,reference,93-733,93;733,False,qwen,ED,0,0,0.0,0,1.0,0,ED,93 733
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0733-01_PART_1_OF_1_CHAL10_SB_672B3399.jpg,reference,93-733,93;733,False,qwen,PINK,0,0,0.0,0,1.0,0,PINK,93 733
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0733-01_PART_1_OF_1_CHAL10_SF_1E210F08.jpg,reference,93-733,93;733,True,qwen,93 1235,0,0,0.5,0,0.6,0,93 1235,93 733
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0733-01_PART_1_OF_1_CHAL10_SF_672B3399.jpg,reference,93-733,93;733,True,qwen,93 733,1,1,1.0,1,0.0,1,93 733,93 733
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0753-01_PART_1_OF_1_CHAL10_SB_A526D2E6.jpg,reference,93-753,753;TEVA,False,qwen,753,0,1,0.5,0,0.5714285714285714,0,753,753 TEVA
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0753-01_PART_1_OF_1_CHAL10_SF_A526D2E6.jpg,reference,93-753,753;TEVA,True,qwen,TEVA,0,1,0.5,0,0.42857142857142855,0,TEVA,753 TEVA
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0784-06_PART_1_OF_1_CHAL10_SB_3D2B1E98.jpg,reference,93-784,93;784,False,qwen,E 100,0,0,0.0,0,1.0,0,E 100,93 784
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0784-06_PART_1_OF_1_CHAL10_SF_3D2B1E98.jpg,reference,93-784,93;784,True,qwen,93 784,1,1,1.0,1,0.0,1,93 784,93 784
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0787-01_PART_1_OF_1_CHAL10_SB_AE26D766.jpg,reference,93-787,787;TEVA,False,qwen,787,0,1,0.5,0,0.5714285714285714,0,787,787 TEVA
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0787-01_PART_1_OF_1_CHAL10_SF_AE26D766.jpg,reference,93-787,787;TEVA,True,qwen,TEVA,0,1,0.5,0,0.42857142857142855,0,TEVA,787 TEVA
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0810-01_PART_1_OF_1_CHAL10_SB_24231228.jpg,reference,93-810,TEVA;10mg;0810,False,qwen,B 1,0,0,0.0,0,0.9166666666666666,0,B 1,TEVA 10MG 0810
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0810-01_PART_1_OF_1_CHAL10_SB_34271A58.jpg,reference,93-810,TEVA;10mg;0810,False,qwen,B 1,0,0,0.0,0,0.9166666666666666,0,B 1,TEVA 10MG 0810
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0810-01_PART_1_OF_1_CHAL10_SF_24231228.jpg,reference,93-810,TEVA;10mg;0810,True,qwen,10 MG 93 6810,0,0,0.0,0,0.5833333333333334,0,10 MG 93 6810,TEVA 10MG 0810
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0810-01_PART_1_OF_1_CHAL10_SF_34271A58.jpg,reference,93-810,TEVA;10mg;0810,True,qwen,TEVA 10MG 0810,1,1,1.0,1,0.0,1,TEVA 10MG 0810,TEVA 10MG 0810
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0926-06_PART_1_OF_1_CHAL10_SB_9826CC56.jpg,reference,93-926,926;TEVA,False,qwen,926,0,1,0.5,0,0.5714285714285714,0,926,926 TEVA
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0926-06_PART_1_OF_1_CHAL10_SF_9826CC56.jpg,reference,93-926,926;TEVA,True,qwen,TEVA,0,1,0.5,0,0.42857142857142855,0,TEVA,926 TEVA
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0983-01_PART_1_OF_1_CHAL10_SB_7A29BD5D.jpg,reference,93-983,93;983,False,qwen,983,0,1,0.5,0,0.4,0,983,93 983
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0983-01_PART_1_OF_1_CHAL10_SF_7A29BD5D.jpg,reference,93-983,93;983,True,qwen,931,0,0,0.0,0,0.6,0,931,93 983
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1061-01_PART_1_OF_1_CHAL10_SB_9329C9EE.jpg,reference,93-1061,93;61,False,qwen,N,0,0,0.0,0,1.0,0,N,93 61
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1061-01_PART_1_OF_1_CHAL10_SF_9329C9EE.jpg,reference,93-1061,93;61,True,qwen,93 61,1,1,1.0,1,0.0,1,93 61,93 61
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1063-01_PART_1_OF_1_CHAL10_SB_22269114.jpg,reference,93-1063,93;63,False,qwen,N,0,0,0.0,0,1.0,0,N,93 63
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1063-01_PART_1_OF_1_CHAL10_SB_A029D07E.jpg,reference,93-1063,93;63,False,qwen,B 1,0,0,0.0,0,1.0,0,B 1,93 63
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1063-01_PART_1_OF_1_CHAL10_SF_22269114.jpg,reference,93-1063,93;63,True,qwen,93 63,1,1,1.0,1,0.0,1,93 63,93 63
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1063-01_PART_1_OF_1_CHAL10_SF_A029D07E.jpg,reference,93-1063,93;63,True,qwen,93 63,1,1,1.0,1,0.0,1,93 63,93 63
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1118-01_PART_1_OF_1_CHAL10_SB_D32969BB.jpg,reference,93-1118,93;1118,False,qwen,1118,0,1,0.5,0,0.3333333333333333,0,1118,93 1118
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1118-01_PART_1_OF_1_CHAL10_SF_D32969BB.jpg,reference,93-1118,93;1118,True,qwen,93,0,1,0.5,0,0.6666666666666666,0,93,93 1118
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1172-01_PART_1_OF_1_CHAL10_SB_CC2DE65F.jpg,reference,93-1172,93;1172,False,qwen,1172,0,1,0.5,0,0.3333333333333333,0,1172,93 1172
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1172-01_PART_1_OF_1_CHAL10_SF_CC2DE65F.jpg,reference,93-1172,93;1172,True,qwen,93,0,1,0.5,0,0.6666666666666666,0,93,93 1172
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1177-01_PART_1_OF_1_CHAL10_SB_4F2B27C9.jpg,reference,93-1177,93;1177,False,qwen,1177,0,1,0.5,0,0.3333333333333333,0,1177,93 1177
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1177-01_PART_1_OF_1_CHAL10_SF_4F2B27C9.jpg,reference,93-1177,93;1177,True,qwen,93,0,1,0.5,0,0.6666666666666666,0,93,93 1177
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2046-56_PART_1_OF_1_CHAL10_SB_EE29773B.jpg,reference,93-2046,ACTOS;45,False,qwen,45,0,1,0.5,0,0.7142857142857143,0,45,ACTOS 45
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2046-56_PART_1_OF_1_CHAL10_SF_EE29773B.jpg,reference,93-2046,ACTOS;45,True,qwen,ACTOS,0,1,0.5,0,0.2857142857142857,0,ACTOS,ACTOS 45
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2048-56_PART_1_OF_1_CHAL10_SB_632B3189.jpg,reference,93-2048,ACTOS;15,False,qwen,15,0,1,0.5,0,0.7142857142857143,0,15,ACTOS 15
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2048-56_PART_1_OF_1_CHAL10_SF_632B3189.jpg,reference,93-2048,ACTOS;15,True,qwen,ACTOS,0,1,0.5,0,0.2857142857142857,0,ACTOS,ACTOS 15
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2055-06_PART_1_OF_1_CHAL10_SB_B12B588A.jpg,reference,93-2055,DT,False,qwen,B 1,0,0,0.0,0,1.0,0,B 1,DT
