query_idx,imprint,mean_logprob,nonempty
414,174 93 6,-0.16153683628654109,1
415,174 93,-0.02255751691215361,1
416,OP 703 T,-0.6664014894243641,1
417,10 22 TEVA,-0.07348197499474432,1
418,10 22 TEVA,-0.07361970176862087,1
419,50 7 4402,-0.2973289238760204,1
420,50 7047 7,-0.3375525169013556,1
421,50 708,-0.6566864480070459,1
422,21 58 9 3,-0.07443465734831989,1
423,21 58 9 3,-0.0743623131129425,1
424,93 7169,-0.012573392079987873,1
425,TV 7153,-0.04746698017697781,1
426,TV 7153,-0.019201442727353423,1
427,7 4402 50,-0.35133402040671735,1
428,335 86 100,-0.3523191909147759,1
429,9 3 1254,-0.1298795684124343,1
430,GG2674 PHILADELPHIA,-0.3952078335985009,1
431,G 2 750,-0.6733164815232158,1
432,5 G 022,-0.046954533953491286,1
433,TEVA 5313,-0.014851537208111646,1
434,TEVA 5313,-0.016949587758669317,1
435,941 G342,-0.525898747658357,1
436,NC 200 G342,-0.658003414379588,1
437,93 6 7219,-0.3938772920984775,1
438,93 6 7219,-0.31947433669120073,1
439,BARR 323 25 G342,-0.62738417473156,1
440,RX830 T,-0.6081470423028804,1
441,442 100,-0.3274997407934279,1
442,1026 93,-0.015076902525227828,1
443,1026 93,-0.019035871203717154,1
444,T LAMICTAL XR 50,-0.6350965966153631,1
445,1177 93,-0.013697826870096227,1
446,1177 93,-0.015150704327970744,1
447,93 7234,-0.08995442651212215,1
448,L 11 M 3,-0.3624390508979559,1
449,L 11 M,-0.03848114071879536,1
450,L 11 M,-0.03126147765433416,1
451,008 1 8 1,-0.4879764622892253,1
452,93 7182,-0.014308519304419558,1
453,T OP 703,-0.6188442275112417,1
454,T OP 703,-0.6198209633366787,1
455,7188 E 6,-0.1649736285675317,1
456,7188 9 3,-0.058530604181578384,1
457,G3 25 MG,-0.7056172508431094,1
458,G3 25 MG,-0.7072127067270534,1
459,320 330 N,-0.7614984572282992,1
460,93 22 75,-0.023434568813778846,1
461,93 22 75,-0.03302211387805679,1
462,L PA46,-0.626570471940795,1
463,L PA46,-0.58591014801641,1
464,7234 93,-0.08905517666911085,1
465,EPI TCL 93 93,-0.24336689532647143,1
466,EPI TCL 93 93,-0.22673336150231385,1
467,25 MG E,-0.7527653096549329,1
468,T 495 M,-0.43053470705635843,1
469,T M 495,-0.35861228626890806,1
470,50 7047 7,-0.3915576134320526,1
471,50 708,-0.710691544537743,1
472,93 1177,-0.0124070067734768,1
473,93 233,-0.014969859446864575,1
474,93 233,-0.015464385913219303,1
475,GG771 E 1,-0.6104013857577228,1
476,U 1 NVR,-0.3305425029247999,1
477,S 772,-0.4522952054394409,1
478,S 712,-0.32553552059835056,1
479,S Z12,-0.7290378464385867,1
480,93 53 N,-0.7187590747295568,1
481,93 53 G342,-0.7539858967686692,1
482,1026 93,-0.014985848240515527,1
483,1026 93,-0.018944816919004855,1
484,929 E 1,-0.804110562428832,1
485,PAL 6 T,-0.717756147714681,1
486,5215 93,-0.11796821365132928,1
487,132 343,-0.4412981476052664,1
488,132 92,-0.09033885747582342,1
489,5729 TEVA,-0.11664353644785781,1
490,5729 TEVA,-0.11061180716690917,1
491,TEVA 7671 B 1,-0.7323684567172677,1
492,7121 300,-0.38446693506557494,1
493,7121 93,-0.04371765236525486,1
494,7121 300,-0.3559951760864351,1
495,7121 93,-0.015245893386115008,1
496,73 100 4,-0.45353772507847423,1
497,73 100 T,-0.5779669137472021,1
498,4 7300,-0.44719344694167373,1
499,R 2 G,-0.6422295258380473,1
500,50 50 PLIVA 644,-0.11777762093346869,1
501,50 50 PLIVA 445,-0.13096869865863223,1
502,L 4 SB,-0.16060218075290322,1
503,323 25 G342,-0.6593144056187676,1
504,10 GS LS,-0.6887401454150677,1
505,634 R,-0.30994518952502403,1
506,C 10 T 1,-0.8497436296427623,1
507,T 12,-0.3536804035926859,1
508,7296 TV,-0.016366122826002538,1
509,PLIVA 324 T,-0.6486342411704494,1
510,Z Z Z 726 Z 93 6,-0.31638288964491545,1
511,233 93,-0.01755593001144007,1
512,10 GS LS,-0.7594035858443628,1
513,7121 300,-0.35407358861994,1
514,7121 93,-0.013324305919619897,1
515,G342 NC 200,-0.6590058172187128,1
516,G3 100 MG,-0.6624331803900229,1
517,G3 100 MG,-0.6691825420372576,1
518,G342 29,-0.663978157689174,1
519,G 5008 HEX,-0.5158171134694601,1
520,G 2 750,-0.5353340534493327,1
521,TEVA 7238,-0.08150832628210385,1
522,TEVA 7238,-0.02204092853547384,1
523,93 1177,-0.013859884231351316,1
524,G342 BARR 635,-0.6681078688873511,1
525,G342 BARR 635,-0.6731176805832157,1
526,5214 9 3,-0.054141996306134386,1
527,5214 9 3,-0.04640743747004308,1
528,800 1 8 1,-0.40558136707841186,1
529,GG335 100,-0.0544758528994862,1
530,B 713,-0.08944753333344124,1
531,7300 T,-0.5716226356104016,1
532,MP 51 T,-0.7145200707251206,1
533,9 3 5214,-0.05284166063065641,1
534,9 3 5214,-0.05178254414931871,1
535,B 1 M 310,-0.6474654947426947,1
536,B 1 M 310,-0.6367203794943634,1
537,208 B,-0.11521606240421534,1
538,PX 830 T,-0.6311930795297181,1
539,5313 TEVA,-0.011073619272792712,1
540,5313 TEVA,-0.01032288845453877,1
541,93 7385 93 7385 G342,-0.6048317909738443,1
542,93 7385 93 7385 G342,-0.6937514778724335,1
543,208 B,-0.14912912886939012,1
544,MACARON 3333,-0.5445382386445999,1
545,5214 9 3,-0.0451071017945651,1
546,93 53 N,-0.6400787623327536,1
547,93 53 G342,-0.675305584371866,1
548,PA46 G3,-0.6650812812828614,1
549,TEVA 22 10,-0.011684539418638451,1
550,93 1026,-0.01447515471566779,1
551,E 1 829,-0.6855423863598844,1
552,9 3 5214,-0.0440479853132274,1
553,E 6 7188,-0.3193041177466512,1
554,LC04 TV,-0.23399799596518278,1
555,7219 93,-0.08874055612056206,1
556,T PLIVA 324,-0.6478598614168212,1
557,TEVA 5313,-0.013171669823350385,1
558,93 7182,-0.012774120736867189,1
559,93 6 174,-0.15245928459917196,1
560,93 6 174,-0.20231627264292912,1
561,93 41 PHILADELPHIA,-0.2609751757346593,1
562,174 93,-0.013479965224784488,1
563,R 632,-0.3709264957578853,1
564,R 534,-0.4989654492237605,1
565,7219 93,-0.014337600713285308,1
566,DP 437,-0.42260536970570683,1
567,93 233,-0.018050456477794796,1
568,174 93,-0.06333695326854165,1
569,9 3 7325,-0.04138561402505729,1
570,93 7385 93 7385 G342,-0.6051071984837335,1
571,93 7385 93 7385 G342,-0.6940268853823227,1
572,9 3 7188,-0.21286109336069786,1
573,688 93,-0.02647704338596668,1
574,T 1 M 411,-0.8239836551753493,1
575,A B 20 12 5,-0.4949744738720862,1
576,N 93 63,-0.6396946343787325,1
577,GG264 PHILADELPHIA,-0.3330381721673933,1
578,634 7 1 2 BARR,-0.09924396803447355,1
579,3333 G3,-1.2832715700070063,1
580,BAYER 200,-0.06743097898530928,1
581,TEVA 22 10,-0.011822266192514993,1
582,SB G 1,-0.3336695316247642,1
583,SB I 1,-0.2826958545483649,1
584,83 36,-0.4786490869397918,1
585,7365 9 3,-0.04206249674607534,1
586,100 MG T,-0.6085666201295681,1
587,GG264 PHILADELPHIA,-0.330234910519461,1
588,93 7437 93 7437 G342,-0.5892314444598924,1
589,93 7437 93 7437 B 1,-0.7963833271828662,1
590,36 83,-0.871699313322703,1
591,E 25 MG,-0.7543607655388769,1
592,E 1 M 310,-0.7170999509301813,1
593,E 1 M 310,-0.7063548356818501,1
594,S172 93,-0.06431263282041376,1
595,800 1 8 1,-0.4050677802115388,1
596,PAL 6 T,-0.7138631029083626,1
597,BARR 323 25 G342,-0.6234774962184019,1
598,7296 TV,-0.08849423620849847,1
599,859 B,-0.04363081145856995,1
600,DP 50 GS LS,-1.0456411657234033,1
601,4742 M B,-0.35341078266501424,1
602,100 MG T,-0.6153159817768028,1
603,7364 93,-0.04420878471185764,1
604,7364 93,-0.06676782121260962,1
605,625 V 5,-0.2752603856170026,1
606,93 7182,-0.013056925878239175,1
607,T SZ3,-1.0026992213291426,1
608,9 3 463,-0.022043406977900304,1
609,RX830 T,-0.6908216240699403,1
610,93 63 G342,-0.674921456417845,1
611,135 93,-0.24772177777291896,1
612,M 310 T,-0.7530521166530283,1
613,TEVA 5313,-0.012420939005096443,1
614,E M B1,-0.5161383528320584,1
615,22 75 93,-0.019260189453537652,1
616,22 75 93,-0.0288477345178156,1
617,4742 M B,-0.32165732970461247,1
618,7169 93,-0.01420912550917516,1
619,T 5,-1.2309049628674984,1
620,M 310 T,-0.7423070014046971,1
621,5 G 022,-0.06717685976279122,1
622,1026 93,-0.018434123394157117,1
623,T 2083 V,-0.8777058501145802,1
624,G3 PA46,-0.6244209573584764,1
625,N 93 320,-0.6639324448686759,1
