full_path,domain,label_prod_code,splimprint,is_front
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0109-01_PART_1_OF_1_CHAL10_SB_40202051.jpg,reference,93-109,109;TEVA,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0109-01_PART_1_OF_1_CHAL10_SF_40202051.jpg,reference,93-109,109;TEVA,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0174-56_PART_1_OF_1_CHAL10_SB_96294B5A.jpg,reference,93-174,174;93,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0174-56_PART_1_OF_1_CHAL10_SF_96294B5A.jpg,reference,93-174,174;93,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0199-01_PART_1_OF_1_CHAL10_SB_B6295B4A.jpg,reference,93-199,9;3;199,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0199-01_PART_1_OF_1_CHAL10_SB_CD266683.jpg,reference,93-199,9;3;199,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0199-01_PART_1_OF_1_CHAL10_SF_B6295B4A.jpg,reference,93-199,9;3;199,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0199-01_PART_1_OF_1_CHAL10_SF_CD266683.jpg,reference,93-199,9;3;199,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0308-01_PART_1_OF_1_CHAL10_SB_342B1A18.jpg,reference,93-308,93;308,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0308-01_PART_1_OF_1_CHAL10_SF_342B1A18.jpg,reference,93-308,93;308,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0463-01_PART_1_OF_1_CHAL10_SB_5429AA3D.jpg,reference,93-463,9;3;463,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0463-01_PART_1_OF_1_CHAL10_SF_5429AA3D.jpg,reference,93-463,9;3;463,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0536-01_PART_1_OF_1_CHAL10_SB_992B4CEA.jpg,reference,93-536,93;536,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0536-01_PART_1_OF_1_CHAL10_SF_992B4CEA.jpg,reference,93-536,93;536,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0657-01_PART_1_OF_1_CHAL10_SB_302B1808.jpg,reference,93-657,93;657,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0657-01_PART_1_OF_1_CHAL10_SF_302B1808.jpg,reference,93-657,93;657,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0658-01_PART_1_OF_1_CHAL10_SB_2B2B15C8.jpg,reference,93-658,93;658,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0658-01_PART_1_OF_1_CHAL10_SF_2B2B15C8.jpg,reference,93-658,93;658,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0733-01_PART_1_OF_1_CHAL10_SB_1E210F08.jpg,reference,93-733,93;733,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0733-01_PART_1_OF_1_CHAL10_SB_672B3399.jpg,reference,93-733,93;733,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0733-01_PART_1_OF_1_CHAL10_SF_1E210F08.jpg,reference,93-733,93;733,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0733-01_PART_1_OF_1_CHAL10_SF_672B3399.jpg,reference,93-733,93;733,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0753-01_PART_1_OF_1_CHAL10_SB_A526D2E6.jpg,reference,93-753,753;TEVA,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0753-01_PART_1_OF_1_CHAL10_SF_A526D2E6.jpg,reference,93-753,753;TEVA,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0784-06_PART_1_OF_1_CHAL10_SB_3D2B1E98.jpg,reference,93-784,93;784,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0784-06_PART_1_OF_1_CHAL10_SF_3D2B1E98.jpg,reference,93-784,93;784,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0787-01_PART_1_OF_1_CHAL10_SB_AE26D766.jpg,reference,93-787,787;TEVA,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0787-01_PART_1_OF_1_CHAL10_SF_AE26D766.jpg,reference,93-787,787;TEVA,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0810-01_PART_1_OF_1_CHAL10_SB_24231228.jpg,reference,93-810,TEVA;10mg;0810,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0810-01_PART_1_OF_1_CHAL10_SB_34271A58.jpg,reference,93-810,TEVA;10mg;0810,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0810-01_PART_1_OF_1_CHAL10_SF_24231228.jpg,reference,93-810,TEVA;10mg;0810,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0810-01_PART_1_OF_1_CHAL10_SF_34271A58.jpg,reference,93-810,TEVA;10mg;0810,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0926-06_PART_1_OF_1_CHAL10_SB_9826CC56.jpg,reference,93-926,926;TEVA,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0926-06_PART_1_OF_1_CHAL10_SF_9826CC56.jpg,reference,93-926,926;TEVA,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0983-01_PART_1_OF_1_CHAL10_SB_7A29BD5D.jpg,reference,93-983,93;983,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0983-01_PART_1_OF_1_CHAL10_SF_7A29BD5D.jpg,reference,93-983,93;983,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1061-01_PART_1_OF_1_CHAL10_SB_9329C9EE.jpg,reference,93-1061,93;61,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1061-01_PART_1_OF_1_CHAL10_SF_9329C9EE.jpg,reference,93-1061,93;61,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1063-01_PART_1_OF_1_CHAL10_SB_22269114.jpg,reference,93-1063,93;63,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1063-01_PART_1_OF_1_CHAL10_SB_A029D07E.jpg,reference,93-1063,93;63,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1063-01_PART_1_OF_1_CHAL10_SF_22269114.jpg,reference,93-1063,93;63,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1063-01_PART_1_OF_1_CHAL10_SF_A029D07E.jpg,reference,93-1063,93;63,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1118-01_PART_1_OF_1_CHAL10_SB_D32969BB.jpg,reference,93-1118,93;1118,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1118-01_PART_1_OF_1_CHAL10_SF_D32969BB.jpg,reference,93-1118,93;1118,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1172-01_PART_1_OF_1_CHAL10_SB_CC2DE65F.jpg,reference,93-1172,93;1172,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1172-01_PART_1_OF_1_CHAL10_SF_CC2DE65F.jpg,reference,93-1172,93;1172,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1177-01_PART_1_OF_1_CHAL10_SB_4F2B27C9.jpg,reference,93-1177,93;1177,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1177-01_PART_1_OF_1_CHAL10_SF_4F2B27C9.jpg,reference,93-1177,93;1177,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2046-56_PART_1_OF_1_CHAL10_SB_EE29773B.jpg,reference,93-2046,ACTOS;45,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2046-56_PART_1_OF_1_CHAL10_SF_EE29773B.jpg,reference,93-2046,ACTOS;45,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2048-56_PART_1_OF_1_CHAL10_SB_632B3189.jpg,reference,93-2048,ACTOS;15,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2048-56_PART_1_OF_1_CHAL10_SF_632B3189.jpg,reference,93-2048,ACTOS;15,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2055-06_PART_1_OF_1_CHAL10_SB_B12B588A.jpg,reference,93-2055,DT,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2055-06_PART_1_OF_1_CHAL10_SF_B12B588A.jpg,reference,93-2055,DT,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2080-01_PART_1_OF_1_CHAL10_SB_D326E9C7.jpg,reference,93-2080,TEVA;2080,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2080-01_PART_1_OF_1_CHAL10_SF_D326E9C7.jpg,reference,93-2080,TEVA;2080,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2130-01_PART_1_OF_1_CHAL10_SB_E329F1AF.jpg,reference,93-2130,Z;Zenith;50mg;2130,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2130-01_PART_1_OF_1_CHAL10_SF_E329F1AF.jpg,reference,93-2130,Z;Zenith;50mg;2130,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2263-01_PART_1_OF_1_CHAL10_SB_0029803C.jpg,reference,93-2263,93;2263,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2263-01_PART_1_OF_1_CHAL10_SF_0029803C.jpg,reference,93-2263,93;2263,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2264-01_PART_1_OF_1_CHAL10_SB_DE296F5B.jpg,reference,93-2264,93;2264,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2264-01_PART_1_OF_1_CHAL10_SF_DE296F5B.jpg,reference,93-2264,93;2264,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2268-01_PART_1_OF_1_CHAL10_SB_D5296ADB.jpg,reference,93-2268,9;3;2268,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2268-01_PART_1_OF_1_CHAL10_SF_D5296ADB.jpg,reference,93-2268,9;3;2268,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2272-34_PART_1_OF_1_CHAL10_SB_DD2D6EBB.jpg,reference,93-2272,93;2272,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2272-34_PART_1_OF_1_CHAL10_SF_DD2D6EBB.jpg,reference,93-2272,93;2272,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2929-01_PART_1_OF_1_CHAL10_SB_E52972BB.jpg,reference,93-2929,2929;93,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2929-01_PART_1_OF_1_CHAL10_SF_E52972BB.jpg,reference,93-2929,2929;93,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-3010-84_PART_1_OF_1_CHAL10_SB_F72CFBF7.jpg,reference,93-3010,A08,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-3010-84_PART_1_OF_1_CHAL10_SF_F72CFBF7.jpg,reference,93-3010,A08,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-3012-84_PART_1_OF_1_CHAL10_SB_F32CF987.jpg,reference,93-3012,A06,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-3012-84_PART_1_OF_1_CHAL10_SF_F32CF987.jpg,reference,93-3012,A06,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-3127-01_PART_1_OF_1_CHAL10_SB_C12DE08F.jpg,reference,93-3127,93;3127;93;3127,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-3127-01_PART_1_OF_1_CHAL10_SF_C12DE08F.jpg,reference,93-3127,93;3127;93;3127,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-3147-01_PART_1_OF_1_CHAL10_SB_24231258.jpg,reference,93-3147,TEVA;3147,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-3147-01_PART_1_OF_1_CHAL10_SB_C51962CB.jpg,reference,93-3147,TEVA;3147,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-3147-01_PART_1_OF_1_CHAL10_SF_24231258.jpg,reference,93-3147,TEVA;3147,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-3147-01_PART_1_OF_1_CHAL10_SF_C51962CB.jpg,reference,93-3147,TEVA;3147,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-3167-53_PART_1_OF_1_CHAL10_SB_10270828.jpg,reference,93-3167,TEVA;3167,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-3167-53_PART_1_OF_1_CHAL10_SB_F7267B83.jpg,reference,93-3167,TEVA;3167,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-3167-53_PART_1_OF_1_CHAL10_SF_10270828.jpg,reference,93-3167,TEVA;3167,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-3167-53_PART_1_OF_1_CHAL10_SF_F7267B83.jpg,reference,93-3167,TEVA;3167,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-3195-01_PART_1_OF_1_CHAL10_SB_BF295F9A.jpg,reference,93-3195,TEVA;3195,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-3195-01_PART_1_OF_1_CHAL10_SF_BF295F9A.jpg,reference,93-3195,TEVA;3195,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-4059-53_PART_1_OF_1_CHAL10_SB_FD2D7EDB.jpg,reference,93-4059,9;3;4059,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-4059-53_PART_1_OF_1_CHAL10_SF_FD2D7EDB.jpg,reference,93-4059,9;3;4059,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-4236-01_PART_1_OF_1_CHAL10_SB_112388AC.jpg,reference,93-4236,40;Z;4236,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-4236-01_PART_1_OF_1_CHAL10_SB_262D937C.jpg,reference,93-4236,40;Z;4236,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-4236-01_PART_1_OF_1_CHAL10_SF_112388AC.jpg,reference,93-4236,40;Z;4236,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-4236-01_PART_1_OF_1_CHAL10_SF_262D937C.jpg,reference,93-4236,40;Z;4236,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-4237-01_PART_1_OF_1_CHAL10_SB_2B2D958C.jpg,reference,93-4237,80;Z;4237,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-4237-01_PART_1_OF_1_CHAL10_SB_A323D19E.jpg,reference,93-4237,80;Z;4237,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-4237-01_PART_1_OF_1_CHAL10_SF_2B2D958C.jpg,reference,93-4237,80;Z;4237,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-4237-01_PART_1_OF_1_CHAL10_SF_A323D19E.jpg,reference,93-4237,80;Z;4237,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-4336-01_PART_1_OF_1_CHAL10_SB_CA2DE50F.jpg,reference,93-4336,4336;1;mg,False
