full_path,domain,label_prod_code,splimprint,is_front
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00074-6594-90_PART_1_OF_1_CHAL10_SB_AB1D55FA.jpg,reference,74-6594,SYNTHROID;88,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00074-6594-90_PART_1_OF_1_CHAL10_SF_AB1D55FA.jpg,reference,74-6594,SYNTHROID;88,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00075-7700-60_PART_1_OF_1_CHAL10_SB_E51C72E3.jpg,reference,75-7700,RPR;202,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00075-7700-60_PART_1_OF_1_CHAL10_SF_E51C72E3.jpg,reference,75-7700,RPR;202,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00078-0521-15_PART_1_OF_1_CHAL10_SB_E51D72AB.jpg,reference,78-521,NVR;LCI,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00078-0521-15_PART_1_OF_1_CHAL10_SF_E51D72AB.jpg,reference,78-521,NVR;LCI,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0199-01_PART_1_OF_1_CHAL10_SB_B6295B4A.jpg,reference,93-199,9;3;199,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0199-01_PART_1_OF_1_CHAL10_SB_CD266683.jpg,reference,93-199,9;3;199,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0199-01_PART_1_OF_1_CHAL10_SF_B6295B4A.jpg,reference,93-199,9;3;199,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0199-01_PART_1_OF_1_CHAL10_SF_CD266683.jpg,reference,93-199,9;3;199,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0308-01_PART_1_OF_1_CHAL10_SB_342B1A18.jpg,reference,93-308,93;308,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0308-01_PART_1_OF_1_CHAL10_SF_342B1A18.jpg,reference,93-308,93;308,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0463-01_PART_1_OF_1_CHAL10_SB_5429AA3D.jpg,reference,93-463,9;3;463,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0463-01_PART_1_OF_1_CHAL10_SF_5429AA3D.jpg,reference,93-463,9;3;463,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0658-01_PART_1_OF_1_CHAL10_SB_2B2B15C8.jpg,reference,93-658,93;658,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0658-01_PART_1_OF_1_CHAL10_SF_2B2B15C8.jpg,reference,93-658,93;658,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0753-01_PART_1_OF_1_CHAL10_SB_A526D2E6.jpg,reference,93-753,753;TEVA,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0753-01_PART_1_OF_1_CHAL10_SF_A526D2E6.jpg,reference,93-753,753;TEVA,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0787-01_PART_1_OF_1_CHAL10_SB_AE26D766.jpg,reference,93-787,787;TEVA,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0787-01_PART_1_OF_1_CHAL10_SF_AE26D766.jpg,reference,93-787,787;TEVA,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0810-01_PART_1_OF_1_CHAL10_SB_24231228.jpg,reference,93-810,TEVA;10mg;0810,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0810-01_PART_1_OF_1_CHAL10_SB_34271A58.jpg,reference,93-810,TEVA;10mg;0810,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0810-01_PART_1_OF_1_CHAL10_SF_24231228.jpg,reference,93-810,TEVA;10mg;0810,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-0810-01_PART_1_OF_1_CHAL10_SF_34271A58.jpg,reference,93-810,TEVA;10mg;0810,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1061-01_PART_1_OF_1_CHAL10_SB_9329C9EE.jpg,reference,93-1061,93;61,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1061-01_PART_1_OF_1_CHAL10_SF_9329C9EE.jpg,reference,93-1061,93;61,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1172-01_PART_1_OF_1_CHAL10_SB_CC2DE65F.jpg,reference,93-1172,93;1172,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1172-01_PART_1_OF_1_CHAL10_SF_CC2DE65F.jpg,reference,93-1172,93;1172,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1177-01_PART_1_OF_1_CHAL10_SB_4F2B27C9.jpg,reference,93-1177,93;1177,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-1177-01_PART_1_OF_1_CHAL10_SF_4F2B27C9.jpg,reference,93-1177,93;1177,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2046-56_PART_1_OF_1_CHAL10_SB_EE29773B.jpg,reference,93-2046,ACTOS;45,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2046-56_PART_1_OF_1_CHAL10_SF_EE29773B.jpg,reference,93-2046,ACTOS;45,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2264-01_PART_1_OF_1_CHAL10_SB_DE296F5B.jpg,reference,93-2264,93;2264,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2264-01_PART_1_OF_1_CHAL10_SF_DE296F5B.jpg,reference,93-2264,93;2264,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2268-01_PART_1_OF_1_CHAL10_SB_D5296ADB.jpg,reference,93-2268,9;3;2268,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2268-01_PART_1_OF_1_CHAL10_SF_D5296ADB.jpg,reference,93-2268,9;3;2268,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2929-01_PART_1_OF_1_CHAL10_SB_E52972BB.jpg,reference,93-2929,2929;93,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-2929-01_PART_1_OF_1_CHAL10_SF_E52972BB.jpg,reference,93-2929,2929;93,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-3010-84_PART_1_OF_1_CHAL10_SB_F72CFBF7.jpg,reference,93-3010,A08,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-3010-84_PART_1_OF_1_CHAL10_SF_F72CFBF7.jpg,reference,93-3010,A08,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-3147-01_PART_1_OF_1_CHAL10_SB_24231258.jpg,reference,93-3147,TEVA;3147,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-3147-01_PART_1_OF_1_CHAL10_SB_C51962CB.jpg,reference,93-3147,TEVA;3147,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-3147-01_PART_1_OF_1_CHAL10_SF_24231258.jpg,reference,93-3147,TEVA;3147,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-3147-01_PART_1_OF_1_CHAL10_SF_C51962CB.jpg,reference,93-3147,TEVA;3147,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-4059-53_PART_1_OF_1_CHAL10_SB_FD2D7EDB.jpg,reference,93-4059,9;3;4059,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-4059-53_PART_1_OF_1_CHAL10_SF_FD2D7EDB.jpg,reference,93-4059,9;3;4059,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-4741-01_PART_1_OF_1_CHAL10_SB_F42D7A5B.jpg,reference,93-4741,4741;9;3,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-4741-01_PART_1_OF_1_CHAL10_SF_F42D7A5B.jpg,reference,93-4741,4741;9;3,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-4742-01_PART_1_OF_1_CHAL10_SB_E62D736B.jpg,reference,93-4742,4742;9;3,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-4742-01_PART_1_OF_1_CHAL10_SF_E62D736B.jpg,reference,93-4742,4742;9;3,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-5050-06_PART_1_OF_1_CHAL10_SB_992D4C9A.jpg,reference,93-5050,4833M;15;850,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-5050-06_PART_1_OF_1_CHAL10_SF_992D4C9A.jpg,reference,93-5050,4833M;15;850,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-5171-20_PART_1_OF_1_CHAL10_SB_4C2DA60D.jpg,reference,93-5171,93;5171,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-5171-20_PART_1_OF_1_CHAL10_SF_4C2DA60D.jpg,reference,93-5171,93;5171,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-5256-68_PART_1_OF_1_CHAL10_SB_15268A84.jpg,reference,93-5256,TEVA;5256,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-5256-68_PART_1_OF_1_CHAL10_SB_8727C3AE.jpg,reference,93-5256,TEVA;5256,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-5256-68_PART_1_OF_1_CHAL10_SF_15268A84.jpg,reference,93-5256,TEVA;5256,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-5256-68_PART_1_OF_1_CHAL10_SF_8727C3AE.jpg,reference,93-5256,TEVA;5256,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-5504-56_PART_1_OF_1_CHAL10_SB_292714E8.jpg,reference,93-5504,TEVA;5504,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-5504-56_PART_1_OF_1_CHAL10_SF_292714E8.jpg,reference,93-5504,TEVA;5504,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-5710-01_PART_1_OF_1_CHAL10_SB_3F2B9FCC.jpg,reference,93-5710,5710;1;25;250,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-5710-01_PART_1_OF_1_CHAL10_SF_3F2B9FCC.jpg,reference,93-5710,5710;1;25;250,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-5852-01_PART_1_OF_1_CHAL10_SB_512BA8FD.jpg,reference,93-5852,5852;20,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-5852-01_PART_1_OF_1_CHAL10_SF_512BA8FD.jpg,reference,93-5852,5852;20,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7212-01_PART_1_OF_1_CHAL10_SB_9F23CF8E.jpg,reference,93-7212,93;7212,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7212-01_PART_1_OF_1_CHAL10_SB_C92FE4DF.jpg,reference,93-7212,93;7212,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7212-01_PART_1_OF_1_CHAL10_SF_9F23CF8E.jpg,reference,93-7212,93;7212,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7212-01_PART_1_OF_1_CHAL10_SF_C92FE4DF.jpg,reference,93-7212,93;7212,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7220-06_PART_1_OF_1_CHAL10_SB_692934D9.jpg,reference,93-7220,93;7220,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7220-06_PART_1_OF_1_CHAL10_SF_692934D9.jpg,reference,93-7220,93;7220,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7242-06_PART_1_OF_1_CHAL10_SB_76293B69.jpg,reference,93-7242,93;7242,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7242-06_PART_1_OF_1_CHAL10_SF_76293B69.jpg,reference,93-7242,93;7242,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7247-06_PART_1_OF_1_CHAL10_SB_7329B9CD.jpg,reference,93-7247,9;3;7247,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7247-06_PART_1_OF_1_CHAL10_SF_7329B9CD.jpg,reference,93-7247,9;3;7247,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7305-65_PART_1_OF_1_CHAL10_SB_7C2F3E59.jpg,reference,93-7305,93;7305,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7305-65_PART_1_OF_1_CHAL10_SF_7C2F3E59.jpg,reference,93-7305,93;7305,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7365-56_PART_1_OF_1_CHAL10_SB_AA305552.jpg,reference,93-7365,9;3;7365,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7365-56_PART_1_OF_1_CHAL10_SF_AA305552.jpg,reference,93-7365,9;3;7365,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7370-01_PART_1_OF_1_CHAL10_SB_C419623B.jpg,reference,93-7370,TEVA;7370,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7370-01_PART_1_OF_1_CHAL10_SB_F026F807.jpg,reference,93-7370,TEVA;7370,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7370-01_PART_1_OF_1_CHAL10_SF_C419623B.jpg,reference,93-7370,TEVA;7370,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7370-01_PART_1_OF_1_CHAL10_SF_F026F807.jpg,reference,93-7370,TEVA;7370,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7380-01_PART_1_OF_1_CHAL10_SB_A0265062.jpg,reference,93-7380,9;3;7380,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7380-01_PART_1_OF_1_CHAL10_SB_B12958DA.jpg,reference,93-7380,9;3;7380,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7380-01_PART_1_OF_1_CHAL10_SF_A0265062.jpg,reference,93-7380,9;3;7380,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7380-01_PART_1_OF_1_CHAL10_SF_B12958DA.jpg,reference,93-7380,9;3;7380,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7426-56_PART_1_OF_1_CHAL10_SB_DC27EE6F.jpg,reference,93-7426,TV;7426,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7426-56_PART_1_OF_1_CHAL10_SF_DC27EE6F.jpg,reference,93-7426,TV;7426,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7443-56_PART_1_OF_1_CHAL10_SB_052702B8.jpg,reference,93-7443,TEVA;7443,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-7443-56_PART_1_OF_1_CHAL10_SF_052702B8.jpg,reference,93-7443,TEVA;7443,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-8035-01_PART_1_OF_1_CHAL10_SB_DC266E63.jpg,reference,93-8035,3;035;N,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-8035-01_PART_1_OF_1_CHAL10_SF_DC266E63.jpg,reference,93-8035,3;035;N,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-8036-01_PART_1_OF_1_CHAL10_SB_C2266173.jpg,reference,93-8036,6;036;N,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00093-8036-01_PART_1_OF_1_CHAL10_SF_C2266173.jpg,reference,93-8036,6;036;N,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00143-9920-01_PART_1_OF_1_CHAL10_SB_A4265272.jpg,reference,143-9920,H5,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00143-9920-01_PART_1_OF_1_CHAL10_SF_A4265272.jpg,reference,143-9920,H5,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00149-0007-05_PART_1_OF_1_CHAL10_SB_AB1FD58E.jpg,reference,149-7,Macrodantin;25;mg;0149-0007,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00149-0007-05_PART_1_OF_1_CHAL10_SF_AB1FD58E.jpg,reference,149-7,Macrodantin;25;mg;0149-0007,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00172-4626-60_PART_1_OF_1_CHAL10_SB_6B2DB59D.jpg,reference,172-4626,20;4626,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00172-4626-60_PART_1_OF_1_CHAL10_SF_6B2DB59D.jpg,reference,172-4626,20;4626,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00172-5033-60_PART_1_OF_1_CHAL10_SB_BD2D5E9A.jpg,reference,172-5033,5033;10;12;5,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00172-5033-60_PART_1_OF_1_CHAL10_SF_BD2D5E9A.jpg,reference,172-5033,5033;10;12;5,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00172-5034-60_PART_1_OF_1_CHAL10_SB_052D0288.jpg,reference,172-5034,5034;20;12;5,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00172-5034-60_PART_1_OF_1_CHAL10_SF_052D0288.jpg,reference,172-5034,5034;20;12;5,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00172-5410-46_PART_1_OF_1_CHAL10_SB_502DA81D.jpg,reference,172-5410,5410;50,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00172-5410-46_PART_1_OF_1_CHAL10_SF_502DA81D.jpg,reference,172-5410,5410;50,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00172-5411-46_PART_1_OF_1_CHAL10_SB_552DAA8D.jpg,reference,172-5411,5411;100,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00172-5411-46_PART_1_OF_1_CHAL10_SF_552DAA8D.jpg,reference,172-5411,5411;100,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00173-0565-04_PART_1_OF_1_CHAL10_SB_461DA30D.jpg,reference,173-565,VALTREX;1;gram,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00173-0565-04_PART_1_OF_1_CHAL10_SF_461DA30D.jpg,reference,173-565,VALTREX;1;gram,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00228-2127-10_PART_1_OF_1_CHAL10_SB_5321A9ED.jpg,reference,228-2127,R127,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00228-2127-10_PART_1_OF_1_CHAL10_SF_5321A9ED.jpg,reference,228-2127,R127,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00228-2550-06_PART_1_OF_1_CHAL10_SB_412320F9.jpg,reference,228-2550,R;550,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00228-2550-06_PART_1_OF_1_CHAL10_SF_412320F9.jpg,reference,228-2550,R;550,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00245-0041-11_PART_1_OF_1_CHAL10_SB_9623CB0E.jpg,reference,245-41,KC;10,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00245-0041-11_PART_1_OF_1_CHAL10_SF_9623CB0E.jpg,reference,245-41,KC;10,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-0186-01_PART_1_OF_1_CHAL10_SB_5626AB25.jpg,reference,378-186,MYLAN;186,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-0186-01_PART_1_OF_1_CHAL10_SF_5626AB25.jpg,reference,378-186,MYLAN;186,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-0216-01_PART_1_OF_1_CHAL10_SB_74203A31.jpg,reference,378-216,MYLAN;216;40,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-0216-01_PART_1_OF_1_CHAL10_SF_74203A31.jpg,reference,378-216,MYLAN;216;40,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-0232-01_PART_1_OF_1_CHAL10_SB_86204302.jpg,reference,378-232,MYLAN;232;80,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-0232-01_PART_1_OF_1_CHAL10_SF_86204302.jpg,reference,378-232,MYLAN;232;80,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-1150-01_PART_1_OF_1_CHAL10_SB_8B23458A.jpg,reference,378-1150,M;B2,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-1150-01_PART_1_OF_1_CHAL10_SF_8B23458A.jpg,reference,378-1150,M;B2,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-1165-91_PART_1_OF_1_CHAL10_SB_3E201F00.jpg,reference,378-1165,M;B3;5;5;5,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-1165-91_PART_1_OF_1_CHAL10_SF_3E201F00.jpg,reference,378-1165,M;B3;5;5;5,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-1813-01_PART_1_OF_1_CHAL10_SB_4823A43D.jpg,reference,378-1813,M;L;10,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-1813-01_PART_1_OF_1_CHAL10_SF_4823A43D.jpg,reference,378-1813,M;L;10,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-2074-01_PART_1_OF_1_CHAL10_SB_8B2145CA.jpg,reference,378-2074,L;24;M,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-2074-01_PART_1_OF_1_CHAL10_SF_8B2145CA.jpg,reference,378-2074,L;24;M,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-2076-01_PART_1_OF_1_CHAL10_SB_5A23AD6D.jpg,reference,378-2076,L;26;M,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-2076-01_PART_1_OF_1_CHAL10_SF_5A23AD6D.jpg,reference,378-2076,L;26;M,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-3632-01_PART_1_OF_1_CHAL10_SB_4B242591.jpg,reference,378-3632,M;C32,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-3632-01_PART_1_OF_1_CHAL10_SF_4B242591.jpg,reference,378-3632,M;C32,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-4151-01_PART_1_OF_1_CHAL10_SB_2A21954C.jpg,reference,378-4151,M;T7,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-4151-01_PART_1_OF_1_CHAL10_SF_2A21954C.jpg,reference,378-4151,M;T7,True
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-7003-93_PART_1_OF_1_CHAL10_SB_74243A01.jpg,reference,378-7003,M;N3,False
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-7003-93_PART_1_OF_1_CHAL10_SF_74243A01.jpg,reference,378-7003,M;N3,True
