full_path,domain,label_prod_code,splimprint,is_front,reader,pred_raw,exact,side_match,token_recall,token_set,cer,contains,pred_norm,gt_norm
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/51672-4032-01_PART_1_OF_1_CHAL10_SF_E52672E3.jpg,reference,51672-4032,5;WARFARIN;TARO,True,qwen,WARFARIN TARO,0,0,0.6666666666666666,0,0.07692307692307693,0,WARFARIN TARO,5 WARFARIN TARO
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/63459-0416-30_PART_1_OF_1_CHAL10_SB_8F2D47EA.jpg,reference,63459-416,C;416,False,qwen,416,0,1,0.5,0,0.25,0,416,C 416
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/63459-0416-30_PART_1_OF_1_CHAL10_SF_8F2D47EA.jpg,reference,63459-416,C;416,True,qwen,C,0,1,0.5,0,0.75,0,C,C 416
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0004-0259_0_0.jpg,reference,4-259,CellCept;250;Roche,True,qwen,CELLCEPT 250 ROCHE,1,1,1.0,1,0.0,1,CELLCEPT 250 ROCHE,CELLCEPT 250 ROCHE
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0004-0259_0_1.jpg,reference,4-259,CellCept;250;Roche,False,qwen,T,0,0,0.0,0,0.9375,0,T,CELLCEPT 250 ROCHE
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-5552_0_0.jpg,reference,93-5552,TEVA;5552,True,qwen,TEVA 5552,1,1,1.0,1,0.0,1,TEVA 5552,TEVA 5552
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-5552_0_1.jpg,reference,93-5552,TEVA;5552,False,qwen,T,0,0,0.0,0,0.875,0,T,TEVA 5552
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0173-0644_0_0.jpg,reference,173-644,LAMICTAL;200,True,qwen,LAMICTAL 200,1,1,1.0,1,0.0,1,LAMICTAL 200,LAMICTAL 200
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0173-0644_0_1.jpg,reference,173-644,LAMICTAL;200,False,qwen,T,0,0,0.0,0,0.9090909090909091,0,T,LAMICTAL 200
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0173-0809_0_0.jpg,reference,173-809,GZ;7CZ,True,qwen,GS 7CZ,0,0,0.5,0,0.2,0,GS 7CZ,GZ 7CZ
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0173-0809_0_1.jpg,reference,173-809,GZ;7CZ,False,qwen,T,0,0,0.0,0,1.0,0,T,GZ 7CZ
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0378-2302_0_0.jpg,reference,378-2302,MYLAN;2302,True,qwen,MYLAN 2302,1,1,1.0,1,0.0,1,MYLAN 2302,MYLAN 2302
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0378-2302_0_1.jpg,reference,378-2302,MYLAN;2302,False,qwen,B,0,0,0.0,0,1.0,0,B,MYLAN 2302
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0456-2020_0_0.jpg,reference,456-2020,F;L;20,True,qwen,FL,0,0,0.0,0,0.5,0,FL,F L 20
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0456-2020_0_1.jpg,reference,456-2020,F;L;20,False,qwen,20,0,1,0.3333333333333333,0,0.5,0,20,F L 20
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0555-0171_0_0.jpg,reference,555-171,b;171,True,qwen,B 171,1,1,1.0,1,0.0,1,B 171,B 171
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0555-0171_0_1.jpg,reference,555-171,b;171,False,qwen,,0,0,0.0,0,1.0,0,,B 171
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0555-1054_0_0.jpg,reference,555-1054,barr;934,True,qwen,BARR 934,1,1,1.0,1,0.0,1,BARR 934,BARR 934
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0555-1054_0_1.jpg,reference,555-1054,barr;934,False,qwen,T,0,0,0.0,0,1.0,0,T,BARR 934
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0603-0024_0_0.jpg,reference,603-24,AZ013,True,qwen,AZ013,1,1,1.0,1,0.0,1,AZ013,AZ013
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0603-0024_0_1.jpg,reference,603-24,AZ013,False,qwen,,0,0,0.0,0,1.0,0,,AZ013
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0615-7622_0_0.jpg,reference,615-7622,93;7386;93;7386,True,qwen,93 7386 93 7386,1,1,1.0,1,0.0,1,93 7386 93 7386,93 7386 93 7386
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0615-7622_0_1.jpg,reference,615-7622,93;7386;93;7386,False,qwen,T,0,0,0.0,0,1.0,0,T,93 7386 93 7386
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0615-7916_0_0.jpg,reference,615-7916,93;11,True,qwen,93 11,1,1,1.0,1,0.0,1,93 11,93 11
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0615-7916_0_1.jpg,reference,615-7916,93;11,False,qwen,E,0,0,0.0,0,1.0,0,E,93 11
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/10544-533_0_0.jpg,reference,10544-533,PLIVA;441,True,qwen,PLIVA 441,1,1,1.0,1,0.0,1,PLIVA 441,PLIVA 441
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/10544-533_0_1.jpg,reference,10544-533,PLIVA;441,False,qwen,50 50,0,0,0.0,0,1.0,0,50 50,PLIVA 441
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/15338-100_0_0.jpg,reference,15338-100,west;ward;3142,True,qwen,WEST WARD 3142,1,1,1.0,1,0.0,1,WEST WARD 3142,WEST WARD 3142
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/15338-100_0_1.jpg,reference,15338-100,west;ward;3142,False,qwen,T,0,0,0.0,0,0.9166666666666666,0,T,WEST WARD 3142
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/16714-571_0_0.jpg,reference,16714-571,B;50,True,qwen,G,0,0,0.0,0,1.0,0,G,B 50
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/16714-571_0_1.jpg,reference,16714-571,B;50,False,qwen,B 50,1,1,1.0,1,0.0,1,B 50,B 50
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/21130-198_0_0.jpg,reference,21130-198,44;198,True,qwen,44 198,1,1,1.0,1,0.0,1,44 198,44 198
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/21130-198_0_1.jpg,reference,21130-198,44;198,False,qwen,W,0,0,0.0,0,1.0,0,W,44 198
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/21695-800_0_0.jpg,reference,21695-800,SZ467,True,qwen,SZ467,1,1,1.0,1,0.0,1,SZ467,SZ467
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/21695-800_0_1.jpg,reference,21695-800,SZ467,False,qwen,,0,0,0.0,0,1.0,0,,SZ467
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/50090-0152_0_0.jpg,reference,50090-152,GG21,True,qwen,NL4,0,0,0.0,0,1.0,0,NL4,GG21
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/50090-0152_0_1.jpg,reference,50090-152,GG21,False,qwen,,0,0,0.0,0,1.0,0,,GG21
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/50090-0800_0_0.jpg,reference,50090-800,3671,True,qwen,3671,1,1,1.0,1,0.0,1,3671,3671
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/50090-0800_0_1.jpg,reference,50090-800,3671,False,qwen,,0,0,0.0,0,1.0,0,,3671
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/50268-087_0_0.jpg,reference,50268-87,I;94,True,qwen,I,0,1,0.5,0,0.6666666666666666,0,I,I 94
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/50268-087_0_1.jpg,reference,50268-87,I;94,False,qwen,94,0,1,0.5,0,0.3333333333333333,0,94,I 94
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/50268-636_0_0.jpg,reference,50268-636,KU;180,True,qwen,KU,0,1,0.5,0,0.6,0,KU,KU 180
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/50268-636_0_1.jpg,reference,50268-636,KU;180,False,qwen,180,0,1,0.5,0,0.4,0,180,KU 180
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/50436-4777_0_0.jpg,reference,50436-4777,PLIVA;456,True,qwen,PLIVA 456,1,1,1.0,1,0.0,1,PLIVA 456,PLIVA 456
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/50436-4777_0_1.jpg,reference,50436-4777,PLIVA;456,False,qwen,T,0,0,0.0,0,1.0,0,T,PLIVA 456
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/52125-190_0_0.jpg,reference,52125-190,93;148,True,qwen,93,0,1,0.5,0,0.6,0,93,93 148
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/52125-190_0_1.jpg,reference,52125-190,93;148,False,qwen,148,0,1,0.5,0,0.4,0,148,93 148
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/53808-0551_0_0.jpg,reference,53808-551,P;20,True,qwen,P 20,1,1,1.0,1,0.0,1,P 20,P 20
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/53808-0551_0_1.jpg,reference,53808-551,P;20,False,qwen,T,0,0,0.0,0,1.0,0,T,P 20
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/54458-927_0_0.jpg,reference,54458-927,TEVA;771,True,qwen,TEVA,0,1,0.5,0,0.42857142857142855,0,TEVA,TEVA 771
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/54458-927_0_1.jpg,reference,54458-927,TEVA;771,False,qwen,771,0,1,0.5,0,0.5714285714285714,0,771,TEVA 771
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/54868-6190_0_0.jpg,reference,54868-6190,WATSON;411;100;mg,True,qwen,WATSON 411,0,0,0.5,0,0.35714285714285715,0,WATSON 411,WATSON 411 100 MG
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/54868-6190_0_1.jpg,reference,54868-6190,WATSON;411;100;mg,False,qwen,100 MG,0,0,0.5,0,0.6428571428571429,0,100 MG,WATSON 411 100 MG
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/55289-016_0_0.jpg,reference,55289-16,2103;V,True,qwen,B,0,0,0.0,0,1.0,0,B,2103 V
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/55289-016_0_1.jpg,reference,55289-16,2103;V,False,qwen,2103,0,1,0.5,0,0.2,0,2103,2103 V
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/55700-001_0_0.jpg,reference,55700-1,WATSON;657,True,qwen,WATSON,0,1,0.5,0,0.3333333333333333,0,WATSON,WATSON 657
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/55700-001_0_1.jpg,reference,55700-1,WATSON;657,False,qwen,657,0,1,0.5,0,0.6666666666666666,0,657,WATSON 657
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/59762-4440_0_0.jpg,reference,59762-4440,MEDROL;4,True,qwen,MEDROL 4,1,1,1.0,1,0.0,1,MEDROL 4,MEDROL 4
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/59762-4440_0_1.jpg,reference,59762-4440,MEDROL;4,False,qwen,T,0,0,0.0,0,1.0,0,T,MEDROL 4
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/61786-235_0_0.jpg,reference,61786-235,184,True,qwen,184,1,1,1.0,1,0.0,1,184,184
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/61786-235_0_1.jpg,reference,61786-235,184,False,qwen,T,0,0,0.0,0,1.0,0,T,184
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/61786-549_0_0.jpg,reference,61786-549,M;3,True,qwen,M 3,1,1,1.0,1,0.0,1,M 3,M 3
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/61786-549_0_1.jpg,reference,61786-549,M;3,False,qwen,,0,0,0.0,0,1.0,0,,M 3
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/63187-402_0_0.jpg,reference,63187-402,TV;1003;5;5;5,True,qwen,TV 1003,0,0,0.4,0,0.3333333333333333,0,TV 1003,TV 1003 5 5 5
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/63187-402_0_1.jpg,reference,63187-402,TV;1003;5;5;5,False,qwen,5 5 5,0,0,0.6,0,0.6666666666666666,0,5 5 5,TV 1003 5 5 5
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/65597-114_0_0.jpg,reference,65597-114,C51,True,qwen,C 51,0,0,0.0,0,0.0,1,C 51,C51
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/65597-114_0_1.jpg,reference,65597-114,C51,False,qwen,,0,0,0.0,0,1.0,0,,C51
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/66116-518_0_0.jpg,reference,66116-518,4357;150,True,qwen,TAP 351,0,0,0.0,0,0.8571428571428571,0,TAP 351,4357 150
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/66116-518_0_1.jpg,reference,66116-518,4357;150,False,qwen,150,0,1,0.5,0,0.5714285714285714,0,150,4357 150
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/66336-028_0_0.jpg,reference,66336-28,I36,True,qwen,I36,1,1,1.0,1,0.0,1,I36,I36
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/66336-028_0_1.jpg,reference,66336-28,I36,False,qwen,,0,0,0.0,0,1.0,0,,I36
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/68151-4488_0_0.jpg,reference,68151-4488,LILLY;3239;60;mg,True,qwen,LILLY 3239 60 MG,1,1,1.0,1,0.0,1,LILLY 3239 60 MG,LILLY 3239 60 MG
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/68151-4488_0_1.jpg,reference,68151-4488,LILLY;3239;60;mg,False,qwen,B,0,0,0.0,0,1.0,0,B,LILLY 3239 60 MG
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/69189-0201_0_0.jpg,reference,69189-201,E;45,True,qwen,E,0,1,0.5,0,0.6666666666666666,0,E,E 45
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/69189-0201_0_1.jpg,reference,69189-201,E;45,False,qwen,45,0,1,0.5,0,0.3333333333333333,0,45,E 45
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/69189-0413_0_0.jpg,reference,69189-413,256,True,qwen,P 412,0,0,0.0,0,1.3333333333333333,0,P 412,256
D:/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/69189-0413_0_1.jpg,reference,69189-413,256,False,qwen,T,0,0,0.0,0,1.0,0,T,256
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1040.jpg,consumer,781-1452,GG771,False,qwen,,0,0,0.0,0,1.0,0,,GG771
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1054.jpg,consumer,67253-902,S902,True,qwen,S902,1,1,1.0,1,0.0,1,S902,S902
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1086.jpg,consumer,832-1025,832;BC20,False,qwen,T,0,0,0.0,0,1.0,0,T,832 BC20
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/109.jpg,consumer,63010-27,V;625,False,qwen,625,0,1,0.5,0,0.25,0,625,V 625
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1197.jpg,consumer,49884-401,P;401,False,qwen,401,0,1,0.5,0,0.25,0,401,P 401
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1257.jpg,consumer,51285-87,b;556,True,qwen,B,0,1,0.5,0,0.75,0,B,B 556
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1320.jpg,consumer,378-1807,M;L;7,False,qwen,47,0,0,0.0,0,0.6666666666666666,0,47,M L 7
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1345.jpg,consumer,74-7070,SYNTHROID;175,False,qwen,175,0,1,0.5,0,0.75,0,175,SYNTHROID 175
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1350.jpg,consumer,65862-12,A;1;7,False,qwen,17,0,0,0.0,0,0.3333333333333333,0,17,A 1 7
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1351.jpg,consumer,172-4357,4357;150,False,qwen,150,0,1,0.5,0,0.5714285714285714,0,150,4357 150
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1443.jpg,consumer,63010-27,V;625,True,qwen,V,0,1,0.5,0,0.75,0,V,V 625
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1455.jpg,consumer,53489-648,Mutual;866,False,qwen,T,0,0,0.0,0,0.8888888888888888,0,T,MUTUAL 866
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1463.jpg,consumer,555-9012,b;942,False,qwen,942,0,1,0.5,0,0.25,0,942,B 942
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1498.jpg,consumer,93-2929,2929;93,True,qwen,93 2929,0,0,1.0,1,0.6666666666666666,0,93 2929,2929 93
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1522.jpg,consumer,49884-922,P02,False,qwen,T,0,0,0.0,0,1.0,0,T,P02
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1528.jpg,consumer,63010-27,V;625,True,qwen,V,0,1,0.5,0,0.75,0,V,V 625
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1530.jpg,consumer,93-4068,TEVA;4068,True,qwen,TEVA 4068,1,1,1.0,1,0.0,1,TEVA 4068,TEVA 4068
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1535.jpg,consumer,51285-87,b;556,True,qwen,B,0,1,0.5,0,0.75,0,B,B 556
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1561.jpg,consumer,93-1062,93;62,True,qwen,93 62,1,1,1.0,1,0.0,1,93 62,93 62
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1586.jpg,consumer,65597-701,Sankyo;C01,True,qwen,SANKYO C01,1,1,1.0,1,0.0,1,SANKYO C01,SANKYO C01
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1624.jpg,consumer,93-4068,TEVA;4068,True,qwen,TEVA 4088,0,0,0.5,0,0.125,0,TEVA 4088,TEVA 4068
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1640.jpg,consumer,59762-5011,G;5011,True,qwen,G,0,1,0.5,0,0.8,0,G,G 5011
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1655.jpg,consumer,65862-12,A;1;7,False,qwen,1 7,0,0,0.6666666666666666,0,0.3333333333333333,0,1 7,A 1 7
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1666.jpg,consumer,93-2929,2929;93,True,qwen,93 2929,0,0,1.0,1,0.6666666666666666,0,93 2929,2929 93
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1721.jpg,consumer,93-1062,93;62,False,qwen,,0,0,0.0,0,1.0,0,,93 62
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1727.jpg,consumer,93-149,TEVA;149,True,qwen,TEVA,0,1,0.5,0,0.42857142857142855,0,TEVA,TEVA 149
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1728.jpg,consumer,456-457,A;TC,True,qwen,TAP,0,0,0.0,0,1.0,0,TAP,A TC
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1742.jpg,consumer,51285-87,b;556,True,qwen,G342,0,0,0.0,0,1.0,0,G342,B 556
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1786.jpg,consumer,93-926,926;TEVA,True,qwen,TEVA,0,1,0.5,0,0.42857142857142855,0,TEVA,926 TEVA
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1795.jpg,consumer,78-359,NVR;DX,True,qwen,DX,0,1,0.5,0,0.6,0,DX,NVR DX
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1801.jpg,consumer,93-1016,93;16,True,qwen,93,0,1,0.5,0,0.5,0,93,93 16
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1819.jpg,consumer,93-11,93;11,True,qwen,93 11,1,1,1.0,1,0.0,1,93 11,93 11
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1841.jpg,consumer,93-4068,TEVA;4068,True,qwen,TEVA 4068,1,1,1.0,1,0.0,1,TEVA 4068,TEVA 4068
D:/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1850.jpg,consumer,50111-433,PLIVA;433,True,qwen,PLIVA 433,1,1,1.0,1,0.0,1,PLIVA 433,PLIVA 433
