full_path,domain,label_prod_code,splimprint,is_front,reader,pred_raw,exact,side_match,token_recall,token_set,cer,contains,pred_norm,gt_norm
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-1140-01_PART_1_OF_1_CHAL10_SB_B8235C0A.jpg,reference,378-1140,M;B1,False,tesseract,,0,0,0.0,0,1.0,0,,M B1
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-1140-01_PART_1_OF_1_CHAL10_SF_B8235C0A.jpg,reference,378-1140,M;B1,True,tesseract,,0,0,0.0,0,1.0,0,,M B1
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-6231-01_PART_1_OF_1_CHAL10_SB_6B2135D9.jpg,reference,378-6231,MX31,False,tesseract,,0,0,0.0,0,1.0,0,,MX31
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00378-6231-01_PART_1_OF_1_CHAL10_SF_6B2135D9.jpg,reference,378-6231,MX31,True,tesseract,,0,0,0.0,0,1.0,0,,MX31
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00555-0323-02_PART_1_OF_1_CHAL10_SB_E72B73EB.jpg,reference,555-323,barr;323;25,False,tesseract,-,0,0,0.0,0,1.0,0,,BARR 323 25
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00555-0323-02_PART_1_OF_1_CHAL10_SF_E72B73EB.jpg,reference,555-323,barr;323;25,True,tesseract,ba,0,0,0.0,0,0.7777777777777778,0,BA,BARR 323 25
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00555-0980-37_PART_1_OF_1_CHAL10_SB_96304B32.jpg,reference,555-980,b;980,False,tesseract,e o,0,0,0.0,0,1.0,0,E O,B 980
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/00555-0980-37_PART_1_OF_1_CHAL10_SF_96304B32.jpg,reference,555-980,b;980,True,tesseract,bse,0,0,0.0,0,0.75,0,BSE,B 980
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/50111-0326-01_PART_1_OF_1_CHAL10_SB_9C2F4E4A.jpg,reference,50111-326,PLIVA;326,False,tesseract,‘),0,0,0.0,0,1.0,0,,PLIVA 326
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/50111-0326-01_PART_1_OF_1_CHAL10_SF_9C2F4E4A.jpg,reference,50111-326,PLIVA;326,True,tesseract,,0,0,0.0,0,1.0,0,,PLIVA 326
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/50111-0901-01_PART_1_OF_1_CHAL10_SB_8B3245D2.jpg,reference,50111-901,PA1000,False,tesseract,& 2,0,0,0.0,0,1.0,0,2,PA1000
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/50111-0901-01_PART_1_OF_1_CHAL10_SF_8B3245D2.jpg,reference,50111-901,PA1000,True,tesseract,R 2,0,0,0.0,0,1.0,0,R 2,PA1000
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/51672-4032-01_PART_1_OF_1_CHAL10_SB_E52672E3.jpg,reference,51672-4032,5;WARFARIN;TARO,False,tesseract,,0,0,0.0,0,1.0,0,,5 WARFARIN TARO
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/51672-4032-01_PART_1_OF_1_CHAL10_SF_E52672E3.jpg,reference,51672-4032,5;WARFARIN;TARO,True,tesseract,,0,0,0.0,0,1.0,0,,5 WARFARIN TARO
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/63459-0416-30_PART_1_OF_1_CHAL10_SB_8F2D47EA.jpg,reference,63459-416,C;416,False,tesseract,,0,0,0.0,0,1.0,0,,C 416
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dr_224/63459-0416-30_PART_1_OF_1_CHAL10_SF_8F2D47EA.jpg,reference,63459-416,C;416,True,tesseract,,0,0,0.0,0,1.0,0,,C 416
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0004-0259_0_0.jpg,reference,4-259,CellCept;250;Roche,True,tesseract,=1 »,0,0,0.0,0,1.0,0,1,CELLCEPT 250 ROCHE
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0004-0259_0_1.jpg,reference,4-259,CellCept;250;Roche,False,tesseract,-,0,0,0.0,0,1.0,0,,CELLCEPT 250 ROCHE
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-5552_0_0.jpg,reference,93-5552,TEVA;5552,True,tesseract,TEVA 5552,1,1,1.0,1,0.0,1,TEVA 5552,TEVA 5552
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0093-5552_0_1.jpg,reference,93-5552,TEVA;5552,False,tesseract,,0,0,0.0,0,1.0,0,,TEVA 5552
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0173-0644_0_0.jpg,reference,173-644,LAMICTAL;200,True,tesseract,©,0,0,0.0,0,1.0,0,,LAMICTAL 200
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0173-0644_0_1.jpg,reference,173-644,LAMICTAL;200,False,tesseract,L,0,0,0.0,0,0.9090909090909091,0,L,LAMICTAL 200
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0173-0809_0_0.jpg,reference,173-809,GZ;7CZ,True,tesseract,a,0,0,0.0,0,1.0,0,A,GZ 7CZ
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0173-0809_0_1.jpg,reference,173-809,GZ;7CZ,False,tesseract,-,0,0,0.0,0,1.0,0,,GZ 7CZ
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0378-2302_0_0.jpg,reference,378-2302,MYLAN;2302,True,tesseract,= D,0,0,0.0,0,1.0,0,D,MYLAN 2302
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0378-2302_0_1.jpg,reference,378-2302,MYLAN;2302,False,tesseract,,0,0,0.0,0,1.0,0,,MYLAN 2302
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0456-2020_0_0.jpg,reference,456-2020,F;L;20,True,tesseract,L B4,0,0,0.3333333333333333,0,0.75,0,L B4,F L 20
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0456-2020_0_1.jpg,reference,456-2020,F;L;20,False,tesseract,€0 o),0,0,0.0,0,1.0,0,0 O,F L 20
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0555-0171_0_0.jpg,reference,555-171,b;171,True,tesseract,il el,0,0,0.0,0,1.0,0,IL EL,B 171
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0555-0171_0_1.jpg,reference,555-171,b;171,False,tesseract,€D,0,0,0.0,0,1.0,0,D,B 171
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0555-1054_0_0.jpg,reference,555-1054,barr;934,True,tesseract,,0,0,0.0,0,1.0,0,,BARR 934
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0555-1054_0_1.jpg,reference,555-1054,barr;934,False,tesseract,,0,0,0.0,0,1.0,0,,BARR 934
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0603-0024_0_0.jpg,reference,603-24,AZ013,True,tesseract,E,0,0,0.0,0,1.0,0,E,AZ013
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0603-0024_0_1.jpg,reference,603-24,AZ013,False,tesseract,E,0,0,0.0,0,1.0,0,E,AZ013
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0615-7622_0_0.jpg,reference,615-7622,93;7386;93;7386,True,tesseract,9,0,0,0.0,0,0.9166666666666666,0,9,93 7386 93 7386
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0615-7622_0_1.jpg,reference,615-7622,93;7386;93;7386,False,tesseract,——,0,0,0.0,0,1.0,0,,93 7386 93 7386
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0615-7916_0_0.jpg,reference,615-7916,93;11,True,tesseract,,0,0,0.0,0,1.0,0,,93 11
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/0615-7916_0_1.jpg,reference,615-7916,93;11,False,tesseract,,0,0,0.0,0,1.0,0,,93 11
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/10544-533_0_0.jpg,reference,10544-533,PLIVA;441,True,tesseract,,0,0,0.0,0,1.0,0,,PLIVA 441
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/10544-533_0_1.jpg,reference,10544-533,PLIVA;441,False,tesseract,,0,0,0.0,0,1.0,0,,PLIVA 441
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/15338-100_0_0.jpg,reference,15338-100,west;ward;3142,True,tesseract,— West: ward 314 —,0,0,0.6666666666666666,0,0.08333333333333333,0,WEST WARD 314,WEST WARD 3142
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/15338-100_0_1.jpg,reference,15338-100,west;ward;3142,False,tesseract,,0,0,0.0,0,1.0,0,,WEST WARD 3142
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/16714-571_0_0.jpg,reference,16714-571,B;50,True,tesseract,¢,0,0,0.0,0,1.0,0,,B 50
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/16714-571_0_1.jpg,reference,16714-571,B;50,False,tesseract,Bl Y 4,0,0,0.0,0,1.0,0,BL Y 4,B 50
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/21130-198_0_0.jpg,reference,21130-198,44;198,True,tesseract,€,0,0,0.0,0,1.0,0,,44 198
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/21130-198_0_1.jpg,reference,21130-198,44;198,False,tesseract,L4,0,0,0.0,0,0.8,0,L4,44 198
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/21695-800_0_0.jpg,reference,21695-800,SZ467,True,tesseract,o,0,0,0.0,0,1.0,0,O,SZ467
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/21695-800_0_1.jpg,reference,21695-800,SZ467,False,tesseract,. .,0,0,0.0,0,1.0,0,,SZ467
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/50090-0152_0_0.jpg,reference,50090-152,GG21,True,tesseract,=,0,0,0.0,0,1.0,0,,GG21
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/50090-0152_0_1.jpg,reference,50090-152,GG21,False,tesseract,(P,0,0,0.0,0,1.0,0,P,GG21
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/50090-0800_0_0.jpg,reference,50090-800,3671,True,tesseract,,0,0,0.0,0,1.0,0,,3671
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/50090-0800_0_1.jpg,reference,50090-800,3671,False,tesseract,,0,0,0.0,0,1.0,0,,3671
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/50268-087_0_0.jpg,reference,50268-87,I;94,True,tesseract,,0,0,0.0,0,1.0,0,,I 94
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/50268-087_0_1.jpg,reference,50268-87,I;94,False,tesseract,,0,0,0.0,0,1.0,0,,I 94
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/50268-636_0_0.jpg,reference,50268-636,KU;180,True,tesseract,,0,0,0.0,0,1.0,0,,KU 180
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/50268-636_0_1.jpg,reference,50268-636,KU;180,False,tesseract,,0,0,0.0,0,1.0,0,,KU 180
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/50436-4777_0_0.jpg,reference,50436-4777,PLIVA;456,True,tesseract,%,0,0,0.0,0,1.0,0,,PLIVA 456
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/50436-4777_0_1.jpg,reference,50436-4777,PLIVA;456,False,tesseract,(A N4,0,0,0.0,0,0.875,0,A N4,PLIVA 456
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/52125-190_0_0.jpg,reference,52125-190,93;148,True,tesseract,,0,0,0.0,0,1.0,0,,93 148
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/52125-190_0_1.jpg,reference,52125-190,93;148,False,tesseract,,0,0,0.0,0,1.0,0,,93 148
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/53808-0551_0_0.jpg,reference,53808-551,P;20,True,tesseract,&,0,0,0.0,0,1.0,0,,P 20
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/53808-0551_0_1.jpg,reference,53808-551,P;20,False,tesseract,P Y - 4,0,0,0.5,0,0.6666666666666666,0,P Y 4,P 20
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/54458-927_0_0.jpg,reference,54458-927,TEVA;771,True,tesseract,,0,0,0.0,0,1.0,0,,TEVA 771
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/54458-927_0_1.jpg,reference,54458-927,TEVA;771,False,tesseract,)//J’,0,0,0.0,0,1.0,0,J,TEVA 771
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/54868-6190_0_0.jpg,reference,54868-6190,WATSON;411;100;mg,True,tesseract,,0,0,0.0,0,1.0,0,,WATSON 411 100 MG
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/54868-6190_0_1.jpg,reference,54868-6190,WATSON;411;100;mg,False,tesseract,100 my —,0,0,0.25,0,0.7142857142857143,0,100 MY,WATSON 411 100 MG
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/55289-016_0_0.jpg,reference,55289-16,2103;V,True,tesseract,b3,0,0,0.0,0,0.8,0,B3,2103 V
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/55289-016_0_1.jpg,reference,55289-16,2103;V,False,tesseract,b5 B L 4,0,0,0.0,0,1.0,0,B5 B L 4,2103 V
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/55700-001_0_0.jpg,reference,55700-1,WATSON;657,True,tesseract,,0,0,0.0,0,1.0,0,,WATSON 657
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/55700-001_0_1.jpg,reference,55700-1,WATSON;657,False,tesseract,,0,0,0.0,0,1.0,0,,WATSON 657
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/59762-4440_0_0.jpg,reference,59762-4440,MEDROL;4,True,tesseract,@,0,0,0.0,0,1.0,0,,MEDROL 4
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/59762-4440_0_1.jpg,reference,59762-4440,MEDROL;4,False,tesseract,£ -,0,0,0.0,0,1.0,0,,MEDROL 4
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/61786-235_0_0.jpg,reference,61786-235,184,True,tesseract,,0,0,0.0,0,1.0,0,,184
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/61786-235_0_1.jpg,reference,61786-235,184,False,tesseract,,0,0,0.0,0,1.0,0,,184
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/61786-549_0_0.jpg,reference,61786-549,M;3,True,tesseract,&,0,0,0.0,0,1.0,0,,M 3
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/61786-549_0_1.jpg,reference,61786-549,M;3,False,tesseract,£ \ 4,0,0,0.0,0,1.0,0,4,M 3
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/63187-402_0_0.jpg,reference,63187-402,TV;1003;5;5;5,True,tesseract,,0,0,0.0,0,1.0,0,,TV 1003 5 5 5
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/63187-402_0_1.jpg,reference,63187-402,TV;1003;5;5;5,False,tesseract,,0,0,0.0,0,1.0,0,,TV 1003 5 5 5
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/65597-114_0_0.jpg,reference,65597-114,C51,True,tesseract,-,0,0,0.0,0,1.0,0,,C51
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/65597-114_0_1.jpg,reference,65597-114,C51,False,tesseract,¢,0,0,0.0,0,1.0,0,,C51
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/66116-518_0_0.jpg,reference,66116-518,4357;150,True,tesseract,o,0,0,0.0,0,1.0,0,O,4357 150
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/66116-518_0_1.jpg,reference,66116-518,4357;150,False,tesseract,D,0,0,0.0,0,1.0,0,D,4357 150
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/66336-028_0_0.jpg,reference,66336-28,I36,True,tesseract,2 ( > O,0,0,0.0,0,1.0,0,2 O,I36
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/66336-028_0_1.jpg,reference,66336-28,I36,False,tesseract,,0,0,0.0,0,1.0,0,,I36
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/68151-4488_0_0.jpg,reference,68151-4488,LILLY;3239;60;mg,True,tesseract,- 323d 60 mg,0,0,0.5,0,0.46153846153846156,0,323D 60 MG,LILLY 3239 60 MG
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/68151-4488_0_1.jpg,reference,68151-4488,LILLY;3239;60;mg,False,tesseract,,0,0,0.0,0,1.0,0,,LILLY 3239 60 MG
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/69189-0201_0_0.jpg,reference,69189-201,E;45,True,tesseract,,0,0,0.0,0,1.0,0,,E 45
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/69189-0201_0_1.jpg,reference,69189-201,E;45,False,tesseract,,0,0,0.0,0,1.0,0,,E 45
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/69189-0413_0_0.jpg,reference,69189-413,256,True,tesseract,,0,0,0.0,0,1.0,0,,256
D:/Data/ePillID_data/ePillID_data\classification_data\segmented_nih_pills_224/69189-0413_0_1.jpg,reference,69189-413,256,False,tesseract,,0,0,0.0,0,1.0,0,,256
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1040.jpg,consumer,781-1452,GG771,False,tesseract,,0,0,0.0,0,1.0,0,,GG771
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1054.jpg,consumer,67253-902,S902,True,tesseract,"""",0,0,0.0,0,1.0,0,,S902
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1086.jpg,consumer,832-1025,832;BC20,False,tesseract,b,0,0,0.0,0,0.8571428571428571,0,B,832 BC20
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/109.jpg,consumer,63010-27,V;625,False,tesseract,,0,0,0.0,0,1.0,0,,V 625
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1197.jpg,consumer,49884-401,P;401,False,tesseract,;,0,0,0.0,0,1.0,0,,P 401
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1257.jpg,consumer,51285-87,b;556,True,tesseract,> |,0,0,0.0,0,1.0,0,,B 556
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1320.jpg,consumer,378-1807,M;L;7,False,tesseract,,0,0,0.0,0,1.0,0,,M L 7
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1345.jpg,consumer,74-7070,SYNTHROID;175,False,tesseract,Nk,0,0,0.0,0,0.9166666666666666,0,NK,SYNTHROID 175
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1350.jpg,consumer,65862-12,A;1;7,False,tesseract,,0,0,0.0,0,1.0,0,,A 1 7
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1351.jpg,consumer,172-4357,4357;150,False,tesseract,o,0,0,0.0,0,1.0,0,O,4357 150
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1443.jpg,consumer,63010-27,V;625,True,tesseract,,0,0,0.0,0,1.0,0,,V 625
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1455.jpg,consumer,53489-648,Mutual;866,False,tesseract,,0,0,0.0,0,1.0,0,,MUTUAL 866
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1463.jpg,consumer,555-9012,b;942,False,tesseract,,0,0,0.0,0,1.0,0,,B 942
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1498.jpg,consumer,93-2929,2929;93,True,tesseract,,0,0,0.0,0,1.0,0,,2929 93
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1522.jpg,consumer,49884-922,P02,False,tesseract,A,0,0,0.0,0,1.0,0,A,P02
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1528.jpg,consumer,63010-27,V;625,True,tesseract,,0,0,0.0,0,1.0,0,,V 625
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1530.jpg,consumer,93-4068,TEVA;4068,True,tesseract,,0,0,0.0,0,1.0,0,,TEVA 4068
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1535.jpg,consumer,51285-87,b;556,True,tesseract,L],0,0,0.0,0,1.0,0,L,B 556
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1561.jpg,consumer,93-1062,93;62,True,tesseract,,0,0,0.0,0,1.0,0,,93 62
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1586.jpg,consumer,65597-701,Sankyo;C01,True,tesseract,SANKYO,0,1,0.5,0,0.3333333333333333,0,SANKYO,SANKYO C01
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1624.jpg,consumer,93-4068,TEVA;4068,True,tesseract,,0,0,0.0,0,1.0,0,,TEVA 4068
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1640.jpg,consumer,59762-5011,G;5011,True,tesseract,= . g —,0,1,0.5,0,0.8,0,G,G 5011
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1655.jpg,consumer,65862-12,A;1;7,False,tesseract,,0,0,0.0,0,1.0,0,,A 1 7
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1666.jpg,consumer,93-2929,2929;93,True,tesseract,,0,0,0.0,0,1.0,0,,2929 93
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1721.jpg,consumer,93-1062,93;62,False,tesseract,,0,0,0.0,0,1.0,0,,93 62
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1727.jpg,consumer,93-149,TEVA;149,True,tesseract,,0,0,0.0,0,1.0,0,,TEVA 149
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1728.jpg,consumer,456-457,A;TC,True,tesseract,®,0,0,0.0,0,1.0,0,,A TC
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1742.jpg,consumer,51285-87,b;556,True,tesseract,|,0,0,0.0,0,1.0,0,,B 556
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1786.jpg,consumer,93-926,926;TEVA,True,tesseract,,0,0,0.0,0,1.0,0,,926 TEVA
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1795.jpg,consumer,78-359,NVR;DX,True,tesseract,,0,0,0.0,0,1.0,0,,NVR DX
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1801.jpg,consumer,93-1016,93;16,True,tesseract,,0,0,0.0,0,1.0,0,,93 16
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1819.jpg,consumer,93-11,93;11,True,tesseract,___ R,0,0,0.0,0,1.0,0,R,93 11
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1841.jpg,consumer,93-4068,TEVA;4068,True,tesseract,oces B,0,0,0.0,0,1.0,0,OCES B,TEVA 4068
D:/Data/ePillID_data/ePillID_data\classification_data\fcn_mix_weight/dc_224/1850.jpg,consumer,50111-433,PLIVA;433,True,tesseract,,0,0,0.0,0,1.0,0,,PLIVA 433
